name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"y_rep[553]",0.64,0.012,0.79,-0.63,0.63,2.0,4055,1287,1.0
"y_rep[554]",1.2,0.018,0.81,-0.17,1.2,2.5,2093,665,1.0
"y_rep[555]",1.1,0.020,0.80,-0.15,1.2,2.5,1608,511,1.0
"y_rep[556]",1.1,0.014,0.81,-0.22,1.1,2.5,3465,1100,1.0
"y_rep[557]",0.46,0.017,0.82,-0.89,0.46,1.8,2193,696,1.0
"y_rep[558]",1.1,0.013,0.81,-0.16,1.1,2.5,3719,1181,1.0
"y_rep[559]",1.1,0.016,0.81,-0.21,1.1,2.5,2471,784,1.0
"y_rep[560]",1.6,0.043,0.81,0.24,1.6,2.9,350,111,1.0
"y_rep[561]",1.5,0.054,0.81,0.20,1.6,2.9,221,70,1.0
"y_rep[562]",1.6,0.073,0.82,0.22,1.6,2.9,126,40,1.0
"y_rep[563]",0.87,0.020,0.82,-0.48,0.87,2.2,1742,553,1.0
"y_rep[564]",1.5,0.014,0.81,0.19,1.5,2.8,3101,984,1.0
"y_rep[565]",0.85,0.013,0.79,-0.45,0.86,2.2,3539,1123,1.0
"y_rep[566]",0.81,0.013,0.82,-0.52,0.83,2.1,3785,1202,1.0
"y_rep[567]",1.5,0.054,0.81,0.15,1.5,2.8,221,70,1.0
"y_rep[568]",1.4,0.013,0.84,0.029,1.4,2.8,4264,1354,1.0
"y_rep[569]",1.4,0.012,0.80,0.038,1.4,2.7,4135,1313,1.0
"y_rep[570]",1.2,0.012,0.79,-0.030,1.2,2.5,4106,1304,1.0
"y_rep[571]",1.2,0.013,0.79,-0.045,1.2,2.5,3936,1250,1.0
"y_rep[572]",1.2,0.012,0.78,-0.025,1.2,2.5,4130,1311,1.0
"y_rep[573]",1.2,0.013,0.78,-0.059,1.2,2.5,3856,1224,1.0
"y_rep[574]",1.2,0.013,0.78,-0.035,1.2,2.5,3624,1151,1.0
"y_rep[575]",1.3,0.014,0.78,-0.033,1.3,2.5,3176,1008,1.0
"y_rep[576]",1.2,0.012,0.78,-0.030,1.2,2.5,4025,1278,1.0
"y_rep[577]",1.2,0.013,0.78,-0.049,1.2,2.5,3883,1233,1.0
"y_rep[578]",1.2,0.013,0.78,-0.041,1.2,2.5,3329,1057,1.0
"y_rep[579]",1.3,0.012,0.77,-0.032,1.3,2.5,3906,1240,1.0
"y_rep[580]",0.56,0.017,0.78,-0.72,0.57,1.8,2207,700,1.0
"y_rep[581]",0.55,0.013,0.80,-0.78,0.55,1.9,3806,1208,1.0
"y_rep[582]",1.2,0.014,0.79,-0.11,1.2,2.5,3146,999,1.0
"y_rep[583]",1.2,0.012,0.77,-0.027,1.2,2.5,3802,1207,1.0
"y_rep[584]",1.2,0.013,0.80,-0.063,1.3,2.5,3677,1167,1.0
"y_rep[585]",1.2,0.013,0.78,-0.081,1.2,2.5,3724,1182,1.0
"y_rep[586]",1.3,0.014,0.80,-0.042,1.3,2.6,3525,1119,1.0
"y_rep[587]",1.2,0.012,0.77,-0.0077,1.2,2.5,4034,1281,1.0
"y_rep[588]",1.2,0.013,0.79,-0.0054,1.2,2.6,3859,1225,1.0
"y_rep[589]",0.54,0.014,0.79,-0.75,0.54,1.8,3084,979,1.0
"y_rep[590]",1.2,0.012,0.78,-0.071,1.2,2.5,3874,1230,1.0
"y_rep[591]",1.2,0.012,0.77,-0.043,1.2,2.5,3877,1231,1.0
"y_rep[592]",1.2,0.012,0.77,-0.0074,1.2,2.5,4096,1300,1.0
"y_rep[593]",1.2,0.013,0.78,-0.031,1.2,2.5,3788,1202,1.0
"y_rep[594]",1.2,0.013,0.78,-0.034,1.2,2.5,3516,1116,1.0
"y_rep[595]",1.2,0.013,0.78,-0.043,1.3,2.5,3662,1162,1.0
"y_rep[596]",1.2,0.012,0.78,-0.067,1.2,2.5,4153,1318,1.0
"y_rep[597]",1.2,0.012,0.78,-0.038,1.3,2.5,4123,1309,1.0
"y_rep[598]",1.2,0.012,0.78,-0.067,1.3,2.5,4085,1297,1.0
"y_rep[599]",1.2,0.015,0.79,-0.035,1.2,2.5,2649,841,1.0
"y_rep[600]",1.2,0.013,0.80,-0.070,1.2,2.5,3882,1232,1.0
"y_rep[601]",1.2,0.013,0.79,-0.050,1.2,2.5,3485,1106,1.0
"y_rep[602]",1.6,0.082,0.82,0.25,1.6,3.0,102,32,1.0
"y_rep[603]",1.6,0.12,0.83,0.26,1.6,3.0,47,15,1.0
"y_rep[604]",1.6,0.095,0.82,0.24,1.6,3.0,75,24,1.0
"y_rep[605]",1.6,0.091,0.83,0.29,1.7,3.0,83,26,1.0
"y_rep[606]",0.92,0.065,0.83,-0.42,0.91,2.3,160,51,1.0
"y_rep[607]",1.5,0.014,0.82,0.13,1.5,2.9,3682,1169,1.0
"y_rep[608]",1.5,0.014,0.82,0.13,1.5,2.8,3452,1096,1.0
"y_rep[609]",0.80,0.013,0.81,-0.53,0.80,2.2,4107,1304,1.0
"y_rep[610]",1.6,0.12,0.80,0.30,1.6,2.9,47,15,1.0
"y_rep[611]",1.6,0.11,0.81,0.31,1.6,3.0,53,17,1.0
"y_rep[612]",1.6,0.11,0.81,0.26,1.6,2.9,56,18,1.0
"y_rep[613]",1.6,0.11,0.82,0.28,1.6,3.0,59,19,1.0
"y_rep[614]",1.6,0.094,0.80,0.28,1.6,2.9,73,23,1.0
"y_rep[615]",0.95,0.055,0.79,-0.39,0.95,2.2,205,65,1.0
"y_rep[616]",1.6,0.073,0.81,0.26,1.6,3.0,122,39,1.0
"y_rep[617]",1.6,0.12,0.81,0.25,1.6,3.0,42,13,1.0
"y_rep[618]",1.6,0.11,0.82,0.30,1.6,3.0,55,18,1.0
"y_rep[619]",1.6,0.12,0.82,0.21,1.6,2.9,50,16,1.0
"y_rep[620]",1.6,0.11,0.80,0.27,1.6,2.9,54,17,1.0
"y_rep[621]",1.4,0.012,0.80,0.077,1.4,2.7,4502,1429,1.0
"y_rep[622]",1.4,0.013,0.82,0.021,1.4,2.7,4236,1345,1.0
"y_rep[623]",0.86,0.013,0.78,-0.43,0.86,2.2,3815,1211,1.0
"y_rep[624]",0.84,0.016,0.82,-0.51,0.86,2.2,2645,840,1.0
"y_rep[625]",1.5,0.057,0.80,0.17,1.5,2.8,197,62,1.0
"y_rep[626]",0.85,0.015,0.79,-0.41,0.84,2.2,2966,941,1.0
"y_rep[627]",0.86,0.013,0.81,-0.50,0.87,2.2,3949,1254,1.0
"y_rep[628]",1.5,0.060,0.81,0.21,1.5,2.9,183,58,1.0
"y_rep[629]",0.88,0.020,0.79,-0.43,0.89,2.2,1545,490,1.0
"y_rep[630]",1.5,0.018,0.79,0.25,1.6,2.8,1977,628,1.0
"y_rep[631]",1.5,0.015,0.79,0.22,1.6,2.8,2796,888,1.0
"y_rep[632]",1.5,0.025,0.79,0.21,1.5,2.8,1005,319,1.0
"y_rep[633]",1.5,0.059,0.80,0.18,1.5,2.8,183,58,1.0
"y_rep[634]",0.84,0.017,0.81,-0.50,0.84,2.2,2386,757,1.0
"y_rep[635]",0.86,0.012,0.79,-0.50,0.86,2.1,4247,1348,1.0
"y_rep[636]",0.85,0.013,0.80,-0.49,0.88,2.2,3584,1138,1.0
"y_rep[637]",0.92,0.035,0.81,-0.44,0.92,2.3,540,172,1.0
"y_rep[638]",0.92,0.083,0.82,-0.46,0.94,2.2,96,31,1.0
"y_rep[639]",1.6,0.080,0.80,0.25,1.6,2.9,101,32,1.0
"y_rep[640]",1.6,0.093,0.82,0.23,1.6,2.9,78,25,1.0
"y_rep[641]",1.6,0.058,0.80,0.24,1.6,2.9,196,62,1.0
"y_rep[642]",0.93,0.075,0.80,-0.38,0.93,2.3,114,36,1.0
"y_rep[643]",1.6,0.094,0.80,0.28,1.6,2.9,73,23,1.0
"y_rep[644]",1.6,0.10,0.81,0.32,1.6,3.0,65,21,1.0
"y_rep[645]",0.95,0.036,0.80,-0.39,0.97,2.2,497,158,1.0
"y_rep[646]",1.6,0.053,0.82,0.24,1.6,2.9,235,75,1.0
"y_rep[647]",1.6,0.085,0.81,0.26,1.6,2.9,90,29,1.0
"y_rep[648]",1.6,0.11,0.82,0.24,1.6,2.9,54,17,1.0
"y_rep[649]",1.6,0.096,0.80,0.28,1.6,2.9,70,22,1.0
"y_rep[650]",1.3,0.012,0.79,-0.030,1.3,2.6,4046,1284,1.0
"y_rep[651]",1.3,0.013,0.79,-0.043,1.2,2.6,3994,1268,1.0
"y_rep[652]",1.3,0.013,0.80,-0.030,1.3,2.6,3884,1233,1.0
"y_rep[653]",1.3,0.012,0.78,-0.014,1.3,2.5,4103,1302,1.0
"y_rep[654]",1.2,0.014,0.80,-0.090,1.3,2.5,3176,1008,1.0
"y_rep[655]",1.3,0.013,0.77,0.013,1.3,2.5,3513,1115,1.0
"y_rep[656]",1.2,0.012,0.78,-0.031,1.2,2.5,4150,1318,1.0
"y_rep[657]",1.3,0.012,0.80,0.014,1.3,2.6,4352,1382,1.00
"y_rep[658]",1.4,0.012,0.81,0.050,1.4,2.7,4303,1366,1.0
"y_rep[659]",1.4,0.012,0.79,0.049,1.4,2.7,4270,1356,1.00
"y_rep[660]",1.4,0.013,0.81,0.034,1.4,2.7,3884,1233,1.0
"y_rep[661]",1.4,0.013,0.81,0.022,1.4,2.7,4103,1303,1.00
"y_rep[662]",1.0,0.13,0.81,-0.33,1.00,2.3,40,13,1.0
"y_rep[663]",0.34,0.15,0.79,-0.93,0.32,1.6,28,8.9,1.0
"y_rep[664]",1.0,0.13,0.78,-0.24,1.0,2.3,37,12,1.0
"y_rep[665]",0.98,0.13,0.80,-0.33,0.98,2.3,37,12,1.0
"y_rep[666]",1.0,0.098,0.80,-0.27,1.00,2.3,66,21,1.0
"y_rep[667]",1.00,0.11,0.79,-0.30,1.00,2.3,49,16,1.0
"y_rep[668]",0.99,0.13,0.80,-0.34,0.96,2.3,39,12,1.0
"y_rep[669]",1.0,0.11,0.80,-0.30,1.0,2.3,49,16,1.0
"y_rep[670]",1.0,0.13,0.80,-0.27,1.00,2.4,36,12,1.0
"y_rep[671]",0.98,0.14,0.79,-0.29,0.98,2.3,30,9.7,1.0
"y_rep[672]",1.0,0.13,0.79,-0.26,0.99,2.3,37,12,1.0
"y_rep[673]",1.0,0.12,0.80,-0.30,1.0,2.3,44,14,1.0
"y_rep[674]",1.00,0.14,0.80,-0.30,0.99,2.3,33,11,1.0
"y_rep[675]",0.99,0.13,0.80,-0.33,1.0,2.3,38,12,1.0
"y_rep[676]",0.32,0.17,0.81,-1.0,0.31,1.7,24,7.5,1.0
"y_rep[677]",0.30,0.14,0.81,-1.0,0.29,1.7,33,11,1.0
"y_rep[678]",1.0,0.14,0.81,-0.34,1.0,2.4,36,11,1.0
"y_rep[679]",0.32,0.15,0.79,-0.99,0.31,1.6,30,9.5,1.0
"y_rep[680]",1.0,0.15,0.82,-0.34,0.99,2.4,31,9.8,1.0
"y_rep[681]",1.0,0.099,0.80,-0.26,0.99,2.4,65,21,1.0
"y_rep[682]",1.0,0.13,0.80,-0.31,1.0,2.3,37,12,1.0
"y_rep[683]",1.00,0.13,0.79,-0.29,1.0,2.3,39,12,1.0
"y_rep[684]",1.00,0.13,0.79,-0.28,0.99,2.3,37,12,1.0
"y_rep[685]",0.34,0.16,0.81,-1.0,0.34,1.7,25,7.9,1.0
"y_rep[686]",1.00,0.12,0.79,-0.27,0.98,2.3,43,14,1.0
"y_rep[687]",1.0,0.12,0.79,-0.25,1.0,2.4,45,14,1.0
"y_rep[688]",1.0,0.12,0.79,-0.30,1.0,2.4,41,13,1.0
"y_rep[689]",0.32,0.15,0.80,-0.97,0.31,1.6,29,9.2,1.0
"y_rep[690]",1.0,0.12,0.80,-0.26,0.99,2.3,41,13,1.0
"y_rep[691]",1.0,0.11,0.80,-0.28,1.0,2.3,50,16,1.0
"y_rep[692]",1.0,0.14,0.79,-0.30,1.0,2.3,33,10,1.0
"y_rep[693]",1.0,0.12,0.79,-0.26,1.00,2.3,43,14,1.0
"y_rep[694]",0.99,0.10,0.80,-0.31,0.97,2.3,62,20,1.0
"y_rep[695]",0.33,0.15,0.82,-1.0,0.32,1.7,28,8.9,1.0
"y_rep[696]",1.00,0.13,0.80,-0.32,0.98,2.3,36,11,1.0
"y_rep[697]",0.99,0.14,0.80,-0.33,0.98,2.3,33,11,1.0
"y_rep[698]",1.0,0.11,0.80,-0.30,1.0,2.3,56,18,1.0
"y_rep[699]",0.32,0.15,0.82,-1.0,0.31,1.7,29,9.1,1.0
"y_rep[700]",1.0,0.13,0.80,-0.31,1.0,2.3,37,12,1.0
"y_rep[701]",1.00,0.11,0.79,-0.26,0.98,2.3,51,16,1.0
"y_rep[702]",1.0,0.13,0.81,-0.32,1.0,2.4,37,12,1.0
"y_rep[703]",0.32,0.16,0.81,-0.99,0.32,1.6,27,8.4,1.0
"y_rep[704]",0.99,0.13,0.80,-0.29,0.98,2.3,38,12,1.0
"y_rep[705]",0.99,0.11,0.79,-0.29,0.98,2.3,53,17,1.0
"y_rep[706]",0.33,0.15,0.82,-1.00,0.31,1.7,31,9.7,1.0
"y_rep[707]",1.0,0.11,0.79,-0.26,0.99,2.3,47,15,1.0
"y_rep[708]",1.00,0.14,0.79,-0.28,1.00,2.3,34,11,1.0
"y_rep[709]",1.0,0.12,0.81,-0.28,1.0,2.4,44,14,1.0
"y_rep[710]",0.99,0.11,0.80,-0.31,0.97,2.3,53,17,1.0
"y_rep[711]",1.0,0.10,0.79,-0.30,1.0,2.3,62,20,1.0
"y_rep[712]",0.99,0.099,0.80,-0.33,0.97,2.4,66,21,1.0
"y_rep[713]",1.0,0.14,0.80,-0.29,1.0,2.4,35,11,1.0
"y_rep[714]",0.99,0.13,0.80,-0.29,0.97,2.4,38,12,1.0
"y_rep[715]",1.00,0.11,0.79,-0.32,0.99,2.3,52,16,1.0
"y_rep[716]",0.97,0.12,0.79,-0.32,0.97,2.3,47,15,1.0
"y_rep[717]",1.0,0.12,0.78,-0.26,0.99,2.3,43,14,1.0
"y_rep[718]",1.0,0.12,0.80,-0.30,0.99,2.3,41,13,1.0
"y_rep[719]",1.0,0.13,0.80,-0.27,1.0,2.3,38,12,1.0
"y_rep[720]",1.0,0.12,0.81,-0.31,0.99,2.4,46,15,1.0
"y_rep[721]",1.0,0.12,0.80,-0.25,1.0,2.4,46,14,1.0
"y_rep[722]",1.0,0.12,0.80,-0.29,1.0,2.3,44,14,1.0
"y_rep[723]",0.97,0.097,0.80,-0.32,0.96,2.3,68,22,1.0
"y_rep[724]",0.99,0.11,0.80,-0.33,1.0,2.3,50,16,1.0
"y_rep[725]",1.0,0.11,0.79,-0.28,0.98,2.3,51,16,1.0
"y_rep[726]",1.0,0.13,0.81,-0.29,0.98,2.4,39,12,1.0
"y_rep[727]",0.99,0.14,0.81,-0.30,0.99,2.3,32,10,1.0
"y_rep[728]",0.35,0.16,0.81,-0.95,0.33,1.7,26,8.4,1.0
"y_rep[729]",0.99,0.12,0.79,-0.31,0.98,2.3,45,14,1.0
"y_rep[730]",0.99,0.14,0.81,-0.32,0.98,2.3,32,10,1.0
"y_rep[731]",1.0,0.13,0.81,-0.34,1.00,2.3,37,12,1.0
"y_rep[732]",1.00,0.12,0.81,-0.32,0.99,2.3,44,14,1.0
"y_rep[733]",1.00,0.13,0.80,-0.27,0.98,2.3,38,12,1.0
"y_rep[734]",1.0,0.12,0.80,-0.28,1.0,2.3,45,14,1.0
"y_rep[735]",0.98,0.12,0.80,-0.33,0.98,2.3,46,15,1.0
"y_rep[736]",1.0,0.13,0.78,-0.26,1.00,2.3,39,12,1.0
"y_rep[737]",1.00,0.099,0.79,-0.28,0.99,2.3,64,20,1.0
"y_rep[738]",0.99,0.12,0.81,-0.33,0.98,2.3,45,14,1.0
"y_rep[739]",0.99,0.12,0.82,-0.33,0.98,2.4,49,16,1.0
"y_rep[740]",1.0,0.13,0.81,-0.31,1.00,2.4,42,13,1.0
"y_rep[741]",1.0,0.14,0.79,-0.27,1.0,2.4,33,10,1.0
"y_rep[742]",1.0,0.11,0.79,-0.28,1.0,2.3,47,15,1.0
"y_rep[743]",1.0,0.16,0.81,-0.33,0.99,2.4,27,8.5,1.0
"y_rep[744]",0.98,0.13,0.79,-0.33,0.96,2.3,40,13,1.0
"y_rep[745]",1.00,0.12,0.79,-0.31,0.99,2.3,43,14,1.0
"y_rep[746]",1.0,0.12,0.81,-0.31,0.99,2.4,43,14,1.0
"y_rep[747]",1.00,0.12,0.79,-0.34,0.99,2.3,44,14,1.0
"y_rep[748]",0.32,0.16,0.81,-0.96,0.30,1.7,27,8.5,1.0
"y_rep[749]",0.99,0.099,0.79,-0.31,0.98,2.3,63,20,1.0
"y_rep[750]",1.00,0.13,0.81,-0.32,0.99,2.4,40,13,1.0
"y_rep[751]",0.99,0.13,0.77,-0.25,0.98,2.3,33,10,1.0
"y_rep[752]",0.32,0.16,0.81,-0.97,0.30,1.7,26,8.2,1.0
"y_rep[753]",1.0,0.10,0.80,-0.31,1.0,2.3,63,20,1.0
"y_rep[754]",1.0,0.11,0.78,-0.26,1.0,2.3,49,15,1.0
"y_rep[755]",1.0,0.11,0.81,-0.31,1.0,2.4,53,17,1.0
"y_rep[756]",0.99,0.12,0.79,-0.31,1.00,2.3,42,13,1.0
"y_rep[757]",0.31,0.18,0.82,-1.0,0.32,1.6,21,6.5,1.1
"y_rep[758]",0.99,0.12,0.79,-0.33,0.98,2.3,42,13,1.0
"y_rep[759]",1.0,0.12,0.80,-0.30,1.0,2.3,43,14,1.0
"y_rep[760]",0.99,0.11,0.79,-0.33,0.99,2.3,50,16,1.0
"y_rep[761]",0.32,0.16,0.81,-1.00,0.32,1.7,27,8.4,1.0
"y_rep[762]",0.33,0.15,0.81,-0.99,0.33,1.6,29,9.2,1.0
"y_rep[763]",1.0,0.075,0.81,-0.31,1.0,2.3,114,36,1.0
"y_rep[764]",1.0,0.12,0.79,-0.25,1.0,2.3,46,15,1.0
"y_rep[765]",0.99,0.12,0.80,-0.33,1.0,2.3,46,15,1.0
"y_rep[766]",0.99,0.095,0.79,-0.34,1.00,2.3,71,22,1.0
"y_rep[767]",1.00,0.11,0.79,-0.31,0.98,2.3,53,17,1.0
"y_rep[768]",0.99,0.11,0.79,-0.31,0.99,2.3,52,16,1.0
"y_rep[769]",1.00,0.15,0.81,-0.27,0.97,2.4,29,9.2,1.0
"y_rep[770]",0.98,0.14,0.81,-0.32,0.97,2.3,34,11,1.0
"y_rep[771]",0.99,0.13,0.82,-0.35,0.98,2.3,38,12,1.0
"y_rep[772]",0.99,0.12,0.80,-0.31,0.98,2.3,44,14,1.0
"y_rep[773]",1.00,0.14,0.81,-0.31,0.99,2.3,35,11,1.0
"y_rep[774]",1.0,0.13,0.81,-0.29,0.99,2.4,39,12,1.0
"y_rep[775]",1.0,0.11,0.80,-0.31,0.99,2.4,55,18,1.0
"y_rep[776]",1.00,0.13,0.80,-0.31,1.00,2.3,36,11,1.0
"y_rep[777]",0.99,0.13,0.80,-0.31,0.98,2.3,39,12,1.0
"y_rep[778]",1.4,0.013,0.80,0.096,1.4,2.8,3560,1130,1.0
"y_rep[779]",1.4,0.014,0.78,0.14,1.5,2.8,3275,1040,1.0
"y_rep[780]",1.5,0.014,0.78,0.17,1.5,2.8,3030,962,1.0
"y_rep[781]",1.4,0.013,0.79,0.14,1.4,2.8,3804,1208,1.0
"y_rep[782]",1.5,0.013,0.78,0.17,1.5,2.7,3537,1123,1.0
"y_rep[783]",1.4,0.013,0.79,0.12,1.5,2.7,3910,1241,1.0
"y_rep[784]",1.4,0.013,0.78,0.17,1.4,2.7,3710,1178,1.0
"y_rep[785]",0.77,0.012,0.79,-0.48,0.78,2.1,4432,1407,1.0
"y_rep[786]",1.5,0.014,0.80,0.19,1.5,2.8,3167,1006,1.0
"y_rep[787]",1.4,0.013,0.79,0.14,1.4,2.7,3729,1184,1.0
"y_rep[788]",1.4,0.014,0.79,0.18,1.4,2.8,3218,1021,1.0
"y_rep[789]",1.4,0.013,0.78,0.14,1.4,2.7,3794,1204,1.0
"y_rep[790]",0.78,0.013,0.79,-0.49,0.78,2.0,3779,1200,1.0
"y_rep[791]",1.4,0.013,0.79,0.15,1.4,2.7,3749,1190,1.0
"y_rep[792]",0.77,0.012,0.78,-0.52,0.78,2.0,4044,1284,1.0
"y_rep[793]",1.4,0.012,0.79,0.13,1.4,2.7,4184,1328,1.0
"y_rep[794]",1.4,0.014,0.78,0.10,1.4,2.7,3058,971,1.0
"y_rep[795]",1.5,0.012,0.78,0.19,1.4,2.8,3995,1268,1.0
"y_rep[796]",1.4,0.012,0.77,0.15,1.4,2.7,4122,1309,1.0
"y_rep[797]",1.4,0.013,0.79,0.13,1.4,2.7,3606,1145,1.0
"y_rep[798]",1.4,0.013,0.79,0.14,1.4,2.8,3558,1129,1.0
"y_rep[799]",1.4,0.014,0.79,0.11,1.4,2.8,3162,1004,1.0
"y_rep[800]",1.4,0.013,0.79,0.20,1.4,2.8,3663,1163,1.0
"y_rep[801]",0.75,0.013,0.79,-0.57,0.75,2.0,3911,1242,1.0
"y_rep[802]",1.4,0.012,0.78,0.19,1.4,2.7,4036,1281,1.0
"y_rep[803]",1.5,0.016,0.80,0.16,1.5,2.8,2516,799,1.0
"y_rep[804]",1.5,0.014,0.81,0.10,1.5,2.8,3354,1065,1.0
"y_rep[805]",1.5,0.015,0.81,0.19,1.5,2.8,3101,984,1.0
"y_rep[806]",1.5,0.021,0.80,0.15,1.5,2.8,1491,473,1.0
"y_rep[807]",1.5,0.013,0.81,0.16,1.5,2.8,3710,1178,1.0
"y_rep[808]",1.5,0.015,0.80,0.19,1.5,2.8,2716,862,1.0
"y_rep[809]",1.5,0.014,0.80,0.21,1.5,2.8,3398,1079,1.0
"y_rep[810]",1.5,0.013,0.79,0.20,1.5,2.8,3446,1094,1.0
"y_rep[811]",1.5,0.013,0.80,0.17,1.5,2.8,3563,1131,1.0
"y_rep[812]",1.5,0.012,0.79,0.18,1.5,2.8,4100,1302,1.0
"y_rep[813]",1.5,0.016,0.82,0.16,1.5,2.8,2720,864,1.0
"y_rep[814]",1.5,0.014,0.80,0.18,1.5,2.8,3334,1058,1.0
"y_rep[815]",1.3,0.013,0.80,-0.039,1.3,2.6,4104,1303,1.0
"y_rep[816]",1.3,0.013,0.81,-0.097,1.3,2.6,4036,1281,1.00
"y_rep[817]",1.3,0.013,0.81,-0.027,1.2,2.6,4137,1313,1.0
"y_rep[818]",1.3,0.012,0.81,-0.040,1.3,2.6,4166,1323,1.0
"y_rep[819]",1.5,0.016,0.83,0.12,1.5,2.9,2732,867,1.0
"y_rep[820]",1.5,0.056,0.82,0.14,1.5,2.9,216,69,1.0
"y_rep[821]",0.83,0.013,0.83,-0.54,0.83,2.2,3970,1260,1.0
"y_rep[822]",0.92,0.067,0.79,-0.36,0.93,2.2,141,45,1.0
"y_rep[823]",1.6,0.11,0.83,0.27,1.6,3.0,61,19,1.0
"y_rep[824]",1.6,0.099,0.82,0.26,1.6,3.0,69,22,1.0
"y_rep[825]",1.6,0.058,0.82,0.25,1.6,3.0,200,64,1.0
"y_rep[826]",1.6,0.054,0.82,0.22,1.6,2.9,230,73,1.0
"y_rep[827]",1.6,0.069,0.81,0.27,1.6,2.9,136,43,1.0
"y_rep[828]",1.6,0.061,0.81,0.27,1.6,2.9,177,56,1.0
"y_rep[829]",0.91,0.030,0.81,-0.45,0.92,2.2,739,235,1.0
"y_rep[830]",1.6,0.056,0.79,0.26,1.6,2.8,197,63,1.0
"y_rep[831]",1.6,0.083,0.81,0.23,1.6,2.9,96,31,1.0
"y_rep[832]",1.6,0.018,0.81,0.23,1.6,2.9,2143,680,1.0
"y_rep[833]",1.3,0.013,0.81,0.0098,1.4,2.7,4076,1294,1.0
"y_rep[834]",0.67,0.012,0.80,-0.63,0.67,2.0,4512,1432,1.0
"y_rep[835]",0.66,0.012,0.80,-0.68,0.68,2.0,4274,1357,1.00
"y_rep[836]",1.4,0.012,0.80,0.065,1.4,2.7,4099,1301,1.00
"y_rep[837]",1.3,0.012,0.80,0.00049,1.3,2.7,4276,1357,1.0
"y_rep[838]",1.1,0.018,0.81,-0.24,1.1,2.4,1974,627,1.0
"y_rep[839]",1.1,0.014,0.81,-0.19,1.1,2.5,3424,1087,1.0
"y_rep[840]",1.1,0.014,0.81,-0.14,1.1,2.5,3400,1079,1.0
"y_rep[841]",0.46,0.052,0.83,-0.92,0.45,1.8,257,82,1.0
"y_rep[842]",1.3,0.013,0.79,0.037,1.3,2.6,3544,1125,1.00
"y_rep[843]",1.3,0.012,0.77,0.057,1.3,2.6,3967,1259,1.00
"y_rep[844]",1.3,0.013,0.79,0.075,1.3,2.6,3635,1154,1.0
"y_rep[845]",1.4,0.012,0.77,0.11,1.4,2.6,4282,1359,1.0
"y_rep[846]",1.3,0.012,0.77,0.074,1.3,2.6,4112,1306,1.00
"y_rep[847]",1.3,0.013,0.79,0.071,1.4,2.7,3791,1203,1.0
"y_rep[848]",1.3,0.013,0.77,0.082,1.4,2.6,3680,1168,1.00
"y_rep[849]",1.3,0.012,0.78,0.029,1.4,2.6,4121,1308,1.00
"y_rep[850]",1.3,0.012,0.78,0.058,1.3,2.6,3921,1245,1.00
"y_rep[851]",1.3,0.012,0.77,0.085,1.3,2.6,3877,1231,1.00
"y_rep[852]",0.67,0.012,0.77,-0.56,0.67,2.0,4054,1287,1.00
"y_rep[853]",1.3,0.012,0.79,0.018,1.3,2.6,4011,1273,1.00
"y_rep[854]",1.3,0.012,0.77,0.11,1.3,2.6,4028,1279,1.00
"y_rep[855]",0.65,0.012,0.78,-0.63,0.64,2.0,4019,1276,1.0
"y_rep[856]",1.3,0.012,0.77,0.065,1.3,2.6,4046,1285,1.00
"y_rep[857]",1.3,0.012,0.77,0.090,1.3,2.6,3919,1244,1.0
"y_rep[858]",1.3,0.012,0.77,0.069,1.3,2.6,4161,1321,1.0
"y_rep[859]",1.3,0.013,0.79,0.0094,1.3,2.6,3897,1237,1.00
"y_rep[860]",0.64,0.013,0.78,-0.65,0.64,1.9,3745,1189,1.0
"y_rep[861]",1.3,0.013,0.78,0.033,1.4,2.7,3676,1167,1.00
"y_rep[862]",0.65,0.012,0.76,-0.63,0.64,1.9,3869,1228,1.0
"y_rep[863]",1.4,0.013,0.79,0.090,1.4,2.7,3782,1201,1.0
"y_rep[864]",1.3,0.012,0.78,0.050,1.3,2.6,4136,1313,1.0
"y_rep[865]",1.3,0.013,0.79,0.035,1.3,2.6,3622,1150,1.0
"y_rep[866]",1.3,0.012,0.77,0.088,1.3,2.6,4011,1273,1.0
"y_rep[867]",1.3,0.012,0.78,0.060,1.3,2.6,4068,1292,1.00
"y_rep[868]",1.3,0.013,0.78,0.045,1.3,2.6,3878,1231,1.00
"y_rep[869]",1.3,0.012,0.79,-0.0061,1.3,2.6,4100,1302,1.00
"y_rep[870]",1.4,0.012,0.78,0.091,1.4,2.7,3936,1250,1.00
"y_rep[871]",0.67,0.012,0.79,-0.62,0.67,1.9,4056,1288,1.0
"y_rep[872]",1.3,0.013,0.79,0.031,1.3,2.6,3622,1150,1.0
"y_rep[873]",1.3,0.013,0.78,0.062,1.3,2.6,3595,1141,1.0
"y_rep[874]",1.3,0.012,0.78,0.059,1.3,2.6,4059,1289,1.00
"y_rep[875]",1.4,0.012,0.79,0.080,1.4,2.6,4082,1296,1.0
"y_rep[876]",1.3,0.012,0.77,0.048,1.3,2.6,4060,1289,1.0
"y_rep[877]",1.3,0.012,0.78,0.088,1.3,2.6,4228,1342,1.00
"y_rep[878]",1.3,0.013,0.78,0.024,1.3,2.6,3867,1228,1.0
"y_rep[879]",1.3,0.012,0.77,0.055,1.3,2.6,4304,1366,1.00
