name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"y_rep[549]",1.3,0.011,0.72,0.14,1.3,2.5,4141,3120,1.00
"y_rep[550]",1.4,0.012,0.72,0.18,1.3,2.5,3897,2937,1.0
"y_rep[551]",1.3,0.012,0.72,0.17,1.3,2.5,3912,2948,1.00
"y_rep[552]",1.3,0.011,0.70,0.19,1.3,2.5,4119,3104,1.00
"y_rep[553]",1.3,0.012,0.71,0.18,1.3,2.5,3727,2809,1.0
"y_rep[554]",1.3,0.012,0.71,0.18,1.3,2.5,3688,2779,1.00
"y_rep[555]",1.4,0.012,0.71,0.16,1.4,2.5,3776,2845,1.0
"y_rep[556]",1.3,0.012,0.72,0.20,1.4,2.5,3832,2888,1.00
"y_rep[557]",1.4,0.011,0.71,0.17,1.4,2.5,3874,2919,1.0
"y_rep[558]",1.4,0.011,0.69,0.22,1.4,2.5,3926,2958,1.0
"y_rep[559]",1.3,0.011,0.71,0.18,1.3,2.5,4133,3114,1.00
"y_rep[560]",1.3,0.011,0.71,0.17,1.3,2.5,4071,3068,1.0
"y_rep[561]",1.4,0.011,0.70,0.25,1.3,2.5,3917,2952,1.00
"y_rep[562]",1.4,0.011,0.72,0.18,1.4,2.5,4007,3020,1.0
"y_rep[563]",1.3,0.011,0.71,0.18,1.3,2.5,3918,2953,1.0
"y_rep[564]",1.4,0.012,0.72,0.14,1.4,2.6,3854,2904,1.00
"y_rep[565]",1.4,0.011,0.72,0.18,1.4,2.5,3906,2943,1.0
"y_rep[566]",1.3,0.012,0.72,0.16,1.4,2.5,3901,2940,1.00
"y_rep[567]",1.4,0.012,0.71,0.20,1.3,2.6,3813,2873,1.00
"y_rep[568]",1.3,0.011,0.71,0.17,1.3,2.5,3875,2920,1.00
"y_rep[569]",1.4,0.011,0.71,0.20,1.3,2.5,4135,3116,1.00
"y_rep[570]",1.4,0.012,0.70,0.20,1.3,2.5,3460,2607,1.00
"y_rep[571]",1.4,0.011,0.72,0.18,1.4,2.6,3940,2969,1.0
"y_rep[572]",1.4,0.012,0.71,0.20,1.4,2.5,3724,2806,1.00
"y_rep[573]",1.4,0.012,0.70,0.23,1.4,2.6,3706,2793,1.00
"y_rep[574]",1.4,0.011,0.70,0.26,1.4,2.5,3808,2870,1.00
"y_rep[575]",1.4,0.011,0.71,0.21,1.4,2.5,3922,2956,1.00
"y_rep[576]",1.4,0.011,0.70,0.21,1.4,2.5,4080,3075,1.00
"y_rep[577]",1.4,0.012,0.70,0.18,1.4,2.5,3373,2542,1.00
"y_rep[578]",1.4,0.011,0.71,0.17,1.4,2.5,3981,3000,1.0
"y_rep[579]",1.4,0.011,0.71,0.20,1.4,2.5,3809,2871,1.0
"y_rep[580]",1.4,0.012,0.72,0.17,1.4,2.6,3793,2858,1.00
"y_rep[581]",1.4,0.011,0.71,0.21,1.4,2.5,3997,3012,1.00
"y_rep[582]",1.4,0.011,0.70,0.24,1.4,2.5,3737,2816,1.0
"y_rep[583]",1.4,0.011,0.70,0.22,1.4,2.5,3976,2996,1.0
"y_rep[584]",1.4,0.011,0.71,0.17,1.4,2.5,3945,2973,1.0
"y_rep[585]",1.4,0.011,0.70,0.19,1.4,2.5,4195,3161,1.0
"y_rep[586]",1.4,0.011,0.71,0.23,1.4,2.6,4039,3044,1.00
"y_rep[587]",1.4,0.011,0.70,0.20,1.4,2.5,3873,2919,1.0
"y_rep[588]",1.4,0.012,0.70,0.22,1.4,2.5,3730,2811,1.0
"y_rep[589]",1.4,0.011,0.72,0.21,1.4,2.6,3960,2984,1.00
"y_rep[590]",1.4,0.012,0.72,0.18,1.4,2.5,3881,2925,1.0
"y_rep[591]",1.4,0.011,0.71,0.21,1.4,2.5,3908,2945,1.0
"y_rep[592]",1.4,0.012,0.71,0.24,1.4,2.6,3652,2752,1.00
"y_rep[593]",1.4,0.011,0.71,0.24,1.4,2.5,3875,2920,1.00
"y_rep[594]",1.4,0.011,0.71,0.17,1.4,2.5,3903,2941,1.00
"y_rep[595]",1.4,0.011,0.71,0.23,1.4,2.6,3812,2872,1.00
"y_rep[596]",1.4,0.011,0.72,0.18,1.4,2.5,4105,3093,1.00
"y_rep[597]",1.4,0.012,0.71,0.21,1.4,2.6,3831,2887,1.0
"y_rep[598]",1.4,0.012,0.72,0.18,1.4,2.6,3485,2626,1.0
"y_rep[599]",1.3,0.011,0.70,0.21,1.3,2.5,4030,3037,1.0
"y_rep[600]",1.3,0.011,0.72,0.19,1.3,2.5,3970,2992,1.00
"y_rep[601]",1.4,0.012,0.71,0.21,1.4,2.6,3726,2808,1.00
"y_rep[602]",1.4,0.011,0.71,0.22,1.4,2.6,3938,2967,1.0
"y_rep[603]",1.4,0.011,0.72,0.20,1.4,2.6,4136,3117,1.0
"y_rep[604]",1.4,0.011,0.71,0.22,1.4,2.5,4207,3170,1.00
"y_rep[605]",1.3,0.011,0.71,0.20,1.3,2.5,3955,2981,1.00
"y_rep[606]",1.4,0.012,0.72,0.20,1.4,2.5,3503,2640,1.0
"y_rep[607]",1.4,0.012,0.71,0.23,1.4,2.6,3432,2586,1.0
"y_rep[608]",1.4,0.011,0.71,0.21,1.4,2.5,4202,3166,1.0
"y_rep[609]",1.4,0.011,0.71,0.21,1.4,2.5,3981,3000,1.00
"y_rep[610]",1.4,0.011,0.71,0.24,1.4,2.6,3931,2962,1.0
"y_rep[611]",1.4,0.011,0.71,0.17,1.4,2.5,4136,3117,1.0
"y_rep[612]",1.4,0.011,0.69,0.24,1.4,2.5,3966,2989,1.00
"y_rep[613]",1.4,0.011,0.72,0.19,1.4,2.6,4006,3019,1.0
"y_rep[614]",1.4,0.011,0.71,0.17,1.4,2.6,4063,3062,1.0
"y_rep[615]",1.4,0.011,0.70,0.21,1.4,2.5,3985,3003,1.00
"y_rep[616]",1.4,0.011,0.71,0.20,1.4,2.6,4184,3153,1.00
"y_rep[617]",1.4,0.011,0.71,0.25,1.4,2.6,4113,3100,1.00
"y_rep[618]",1.4,0.011,0.70,0.24,1.4,2.5,3753,2828,1.0
"y_rep[619]",1.4,0.011,0.71,0.18,1.4,2.5,4180,3150,1.00
"y_rep[620]",1.4,0.011,0.72,0.16,1.4,2.6,4167,3140,1.00
"y_rep[621]",1.4,0.011,0.73,0.17,1.4,2.6,4198,3163,1.00
"y_rep[622]",1.4,0.011,0.71,0.19,1.4,2.5,3999,3014,1.0
"y_rep[623]",1.4,0.011,0.71,0.21,1.4,2.5,3985,3003,1.0
"y_rep[624]",1.4,0.011,0.71,0.20,1.4,2.5,4060,3060,1.0
"y_rep[625]",1.4,0.011,0.71,0.21,1.4,2.5,3945,2973,1.0
"y_rep[626]",1.4,0.011,0.69,0.22,1.4,2.5,4038,3043,1.00
"y_rep[627]",1.4,0.012,0.72,0.19,1.4,2.5,3789,2855,1.0
"y_rep[628]",1.4,0.011,0.69,0.24,1.4,2.5,4058,3058,1.00
"y_rep[629]",1.4,0.011,0.71,0.23,1.4,2.6,4146,3125,1.00
"y_rep[630]",1.4,0.011,0.70,0.23,1.4,2.5,3772,2843,1.00
"y_rep[631]",1.4,0.012,0.70,0.23,1.4,2.6,3734,2814,1.00
"y_rep[632]",1.4,0.011,0.72,0.16,1.4,2.5,4193,3160,1.00
"y_rep[633]",1.4,0.012,0.70,0.23,1.4,2.5,3660,2758,1.0
"y_rep[634]",1.4,0.012,0.70,0.20,1.4,2.5,3591,2706,1.00
"y_rep[635]",1.4,0.011,0.70,0.22,1.4,2.5,3782,2850,1.00
"y_rep[636]",1.4,0.011,0.71,0.19,1.4,2.5,4166,3139,1.0
"y_rep[637]",1.4,0.011,0.72,0.21,1.4,2.6,4249,3202,1.0
"y_rep[638]",1.4,0.011,0.70,0.24,1.4,2.6,4007,3020,1.0
"y_rep[639]",1.4,0.011,0.70,0.21,1.4,2.5,4185,3153,1.0
"y_rep[640]",1.4,0.011,0.70,0.20,1.4,2.5,4266,3214,1.0
"y_rep[641]",1.4,0.011,0.69,0.23,1.4,2.5,3997,3012,1.0
"y_rep[642]",1.4,0.011,0.70,0.21,1.4,2.5,4160,3135,1.00
"y_rep[643]",1.4,0.012,0.71,0.16,1.4,2.6,3631,2736,1.0
"y_rep[644]",1.4,0.011,0.71,0.18,1.4,2.5,3931,2962,1.00
"y_rep[645]",1.4,0.011,0.71,0.20,1.4,2.5,4093,3085,1.0
"y_rep[646]",1.4,0.011,0.70,0.21,1.4,2.5,4017,3027,1.0
"y_rep[647]",1.4,0.011,0.72,0.21,1.4,2.6,4125,3109,1.00
"y_rep[648]",1.4,0.012,0.70,0.21,1.4,2.5,3750,2826,1.0
"y_rep[649]",1.4,0.011,0.70,0.21,1.3,2.5,4251,3204,1.00
"y_rep[650]",1.4,0.011,0.70,0.23,1.4,2.5,3984,3002,1.00
"y_rep[651]",1.4,0.012,0.70,0.24,1.4,2.5,3716,2800,1.00
"y_rep[652]",1.4,0.011,0.71,0.20,1.4,2.5,4227,3185,1.00
"y_rep[653]",1.4,0.011,0.70,0.24,1.4,2.5,4052,3053,1.0
"y_rep[654]",1.4,0.011,0.71,0.20,1.4,2.5,4090,3082,1.00
"y_rep[655]",1.4,0.012,0.73,0.14,1.4,2.6,3979,2998,1.00
"y_rep[656]",1.4,0.011,0.71,0.24,1.4,2.5,3982,3001,1.0
"y_rep[657]",1.4,0.012,0.72,0.19,1.4,2.5,3859,2908,1.00
"y_rep[658]",1.4,0.011,0.72,0.19,1.4,2.5,4050,3052,1.00
"y_rep[659]",1.4,0.011,0.69,0.22,1.4,2.5,3956,2981,1.00
"y_rep[660]",1.4,0.011,0.70,0.22,1.4,2.5,3942,2970,1.00
"y_rep[661]",1.4,0.011,0.73,0.18,1.4,2.6,4221,3181,1.00
"y_rep[662]",1.3,0.011,0.70,0.21,1.4,2.5,3987,3005,1.00
"y_rep[663]",1.4,0.011,0.71,0.18,1.4,2.5,3987,3004,1.00
"y_rep[664]",1.4,0.011,0.71,0.17,1.4,2.5,4052,3053,1.0
"y_rep[665]",1.4,0.011,0.70,0.28,1.4,2.5,3837,2892,1.00
"y_rep[666]",1.4,0.011,0.70,0.22,1.4,2.5,4194,3160,1.00
"y_rep[667]",0.85,0.011,0.71,-0.32,0.84,2.0,4077,3073,1.00
"y_rep[668]",0.85,0.012,0.70,-0.27,0.86,2.0,3646,2748,1.00
"y_rep[669]",0.86,0.011,0.70,-0.29,0.86,2.0,4030,3037,1.0
"y_rep[670]",0.85,0.011,0.70,-0.32,0.86,2.0,3996,3011,1.00
"y_rep[671]",0.85,0.012,0.71,-0.32,0.85,2.0,3818,2877,1.0
"y_rep[672]",0.83,0.011,0.72,-0.33,0.82,2.0,3893,2934,1.00
"y_rep[673]",0.84,0.011,0.70,-0.31,0.85,2.0,3870,2917,1.00
"y_rep[674]",0.84,0.012,0.70,-0.29,0.85,2.0,3571,2691,1.0
"y_rep[675]",0.84,0.011,0.69,-0.32,0.84,2.0,3725,2807,1.0
"y_rep[676]",0.85,0.011,0.70,-0.32,0.85,2.0,4029,3036,1.0
"y_rep[677]",0.84,0.011,0.70,-0.33,0.84,2.0,3856,2906,1.0
"y_rep[678]",0.83,0.012,0.72,-0.34,0.82,2.0,3656,2755,1.00
"y_rep[679]",0.83,0.012,0.71,-0.32,0.83,2.0,3731,2812,1.0
"y_rep[680]",0.85,0.011,0.71,-0.32,0.85,2.0,3884,2927,1.00
"y_rep[681]",0.83,0.011,0.70,-0.31,0.83,2.0,4064,3062,1.0
"y_rep[682]",0.82,0.011,0.71,-0.31,0.81,2.0,4047,3050,1.00
"y_rep[683]",0.84,0.011,0.72,-0.38,0.84,2.0,4052,3053,1.0
"y_rep[684]",0.84,0.011,0.72,-0.31,0.84,2.0,3937,2966,1.0
"y_rep[685]",0.84,0.011,0.71,-0.31,0.85,2.0,4066,3064,1.0
"y_rep[686]",0.87,0.011,0.71,-0.28,0.87,2.0,4042,3046,1.0
"y_rep[687]",0.84,0.012,0.70,-0.32,0.83,2.0,3684,2776,1.0
"y_rep[688]",0.83,0.011,0.72,-0.36,0.83,2.0,3930,2961,1.00
"y_rep[689]",0.85,0.012,0.72,-0.34,0.84,2.1,3839,2893,1.00
"y_rep[690]",0.84,0.011,0.70,-0.32,0.84,2.0,3824,2881,1.0
"y_rep[691]",0.83,0.011,0.71,-0.32,0.83,2.0,4021,3030,1.00
"y_rep[692]",0.84,0.012,0.72,-0.35,0.84,2.0,3739,2818,1.00
"y_rep[693]",0.84,0.011,0.69,-0.33,0.85,2.0,3889,2931,1.00
"y_rep[694]",0.85,0.012,0.70,-0.30,0.85,2.0,3570,2690,1.00
"y_rep[695]",0.84,0.012,0.71,-0.34,0.84,2.0,3412,2571,1.0
"y_rep[696]",0.85,0.011,0.71,-0.35,0.85,2.0,3965,2988,1.0
"y_rep[697]",0.86,0.012,0.71,-0.29,0.84,2.0,3719,2803,1.0
"y_rep[698]",0.84,0.011,0.70,-0.31,0.86,2.0,4099,3089,1.0
"y_rep[699]",0.88,0.012,0.71,-0.31,0.89,2.1,3781,2849,1.00
"y_rep[700]",0.82,0.012,0.71,-0.34,0.80,2.0,3797,2861,1.0
"y_rep[701]",0.86,0.012,0.71,-0.28,0.83,2.1,3758,2832,1.00
"y_rep[702]",0.85,0.011,0.71,-0.32,0.87,2.0,3898,2938,1.00
"y_rep[703]",0.86,0.012,0.70,-0.31,0.87,2.0,3718,2802,1.00
"y_rep[704]",0.85,0.011,0.71,-0.30,0.85,2.0,4012,3023,1.0
"y_rep[705]",0.83,0.011,0.71,-0.34,0.82,2.0,4053,3054,1.00
"y_rep[706]",0.85,0.011,0.69,-0.30,0.84,2.0,3724,2806,1.00
"y_rep[707]",0.84,0.011,0.70,-0.32,0.84,2.0,3983,3001,1.0
"y_rep[708]",0.86,0.011,0.70,-0.31,0.87,2.0,3902,2940,1.00
"y_rep[709]",0.83,0.012,0.72,-0.37,0.83,2.0,3461,2608,1.00
"y_rep[710]",0.86,0.011,0.71,-0.30,0.85,2.0,4111,3098,1.0
"y_rep[711]",0.83,0.011,0.70,-0.30,0.81,2.0,3825,2883,1.00
"y_rep[712]",0.84,0.012,0.71,-0.34,0.83,2.0,3457,2605,1.00
"y_rep[713]",0.84,0.011,0.71,-0.31,0.84,2.0,3939,2968,1.00
"y_rep[714]",0.84,0.011,0.70,-0.31,0.84,2.0,4259,3210,1.0
"y_rep[715]",0.84,0.011,0.70,-0.28,0.84,2.0,4024,3032,1.0
"y_rep[716]",0.84,0.011,0.71,-0.34,0.82,2.0,3839,2893,1.00
"y_rep[717]",0.85,0.012,0.70,-0.30,0.85,2.0,3661,2759,1.00
"y_rep[718]",0.84,0.011,0.70,-0.31,0.84,2.0,3814,2874,1.0
"y_rep[719]",0.85,0.011,0.70,-0.28,0.86,2.0,4050,3052,1.0
"y_rep[720]",0.86,0.011,0.72,-0.38,0.86,2.1,3983,3002,1.00
"y_rep[721]",0.84,0.011,0.72,-0.32,0.83,2.0,4014,3025,1.00
"y_rep[722]",0.84,0.012,0.72,-0.33,0.86,2.0,3900,2939,1.00
"y_rep[723]",0.85,0.011,0.71,-0.30,0.84,2.0,4169,3142,1.00
"y_rep[724]",0.83,0.011,0.71,-0.32,0.81,2.0,3998,3013,1.00
"y_rep[725]",0.84,0.011,0.71,-0.33,0.84,2.0,3963,2986,1.00
"y_rep[726]",0.86,0.011,0.72,-0.34,0.86,2.0,4178,3149,1.00
"y_rep[727]",0.86,0.011,0.70,-0.29,0.85,2.0,4023,3031,1.0
"y_rep[728]",0.85,0.011,0.71,-0.32,0.86,2.0,3973,2994,1.00
"y_rep[729]",0.84,0.011,0.72,-0.33,0.85,2.0,4031,3038,1.00
"y_rep[730]",0.85,0.011,0.71,-0.32,0.84,2.0,4065,3064,1.0
"y_rep[731]",0.84,0.011,0.71,-0.30,0.85,2.0,3854,2904,1.0
"y_rep[732]",0.85,0.012,0.71,-0.32,0.85,2.0,3666,2762,1.0
"y_rep[733]",0.85,0.012,0.71,-0.29,0.85,2.0,3685,2777,1.00
"y_rep[734]",0.85,0.011,0.71,-0.29,0.85,2.0,4113,3100,1.00
"y_rep[735]",0.84,0.011,0.71,-0.34,0.82,2.0,4034,3040,1.00
"y_rep[736]",0.85,0.011,0.71,-0.36,0.84,2.0,3942,2971,1.0
"y_rep[737]",0.84,0.011,0.70,-0.32,0.85,2.0,3902,2941,1.00
"y_rep[738]",0.86,0.011,0.71,-0.32,0.87,2.0,3928,2960,1.00
"y_rep[739]",0.84,0.011,0.71,-0.33,0.84,2.0,3942,2971,1.00
"y_rep[740]",0.84,0.011,0.72,-0.35,0.84,2.0,4184,3153,1.00
"y_rep[741]",0.85,0.012,0.73,-0.36,0.85,2.0,3944,2972,1.0
"y_rep[742]",0.84,0.011,0.71,-0.30,0.84,2.0,3938,2968,1.0
"y_rep[743]",0.85,0.012,0.73,-0.35,0.85,2.1,3908,2945,1.0
"y_rep[744]",0.83,0.012,0.71,-0.34,0.84,2.0,3652,2752,1.0
"y_rep[745]",0.84,0.011,0.73,-0.38,0.84,2.0,4084,3078,1.0
"y_rep[746]",0.84,0.011,0.71,-0.34,0.83,2.0,4236,3192,1.00
"y_rep[747]",0.83,0.011,0.70,-0.33,0.82,2.0,3999,3014,1.00
"y_rep[748]",0.85,0.011,0.70,-0.32,0.85,2.0,4036,3041,1.0
"y_rep[749]",0.84,0.011,0.71,-0.32,0.84,2.0,3854,2904,1.00
"y_rep[750]",0.86,0.011,0.71,-0.32,0.85,2.0,4016,3026,1.0
"y_rep[751]",0.84,0.012,0.72,-0.33,0.82,2.0,3864,2912,1.00
"y_rep[752]",0.85,0.011,0.71,-0.31,0.84,2.0,4080,3075,1.00
"y_rep[753]",0.85,0.012,0.71,-0.31,0.83,2.0,3580,2698,1.0
"y_rep[754]",0.85,0.011,0.71,-0.33,0.85,2.0,3998,3013,1.00
"y_rep[755]",0.84,0.012,0.72,-0.36,0.83,2.0,3924,2957,1.00
"y_rep[756]",0.84,0.011,0.71,-0.33,0.84,2.0,3894,2934,1.00
"y_rep[757]",0.85,0.011,0.70,-0.30,0.86,2.0,4230,3187,1.00
"y_rep[758]",0.85,0.011,0.69,-0.29,0.85,2.0,3895,2935,1.0
"y_rep[759]",0.85,0.011,0.71,-0.32,0.85,2.0,3861,2909,1.0
"y_rep[760]",0.83,0.011,0.70,-0.33,0.82,2.0,4055,3056,1.00
"y_rep[761]",0.83,0.011,0.71,-0.30,0.82,2.0,3903,2942,1.0
"y_rep[762]",0.85,0.012,0.71,-0.34,0.86,2.0,3586,2702,1.00
"y_rep[763]",0.83,0.012,0.72,-0.36,0.83,2.0,3823,2881,1.0
"y_rep[764]",0.85,0.012,0.71,-0.33,0.85,2.0,3636,2740,1.0
"y_rep[765]",0.85,0.012,0.72,-0.34,0.87,2.0,3787,2854,1.0
"y_rep[766]",0.86,0.011,0.70,-0.29,0.86,2.0,4173,3144,1.0
# Inference for Stan model: m_np_model
# 4 chains: each with iter=(1000,1000,1000,1000); warmup=(0,0,0,0); thin=(1,1,1,1); 4000 iterations saved.
# 
# Warmup took (0.17, 0.17, 0.17, 0.18) seconds, 0.69 seconds total
# Sampling took (0.34, 0.29, 0.34, 0.35) seconds, 1.3 seconds total
# Samples were drawn using hmc with nuts.
# For each parameter, N_Eff is a crude measure of effective sample size,
# and R_hat is the potential scale reduction factor on split chains (at 
# convergence, R_hat=1).
